@relation winequality-white-weka.filters.unsupervised.attribute.AddID-Cfirst-NID-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.AddID-Cfirst-Ntype_of_wine-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement

@attribute type_of_wine numeric
@attribute fixed_acidity numeric
@attribute volatile_acidity numeric
@attribute citric_acid numeric
@attribute residual_sugar numeric
@attribute chlorides numeric
@attribute free_sulfur_dioxide numeric
@attribute total_sulfur_dioxide numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {quality,3,4,5,6,7,8,9}

@data
4972,8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,4
1524,8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,6
5699,7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5
4977,6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,5
1505,7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,8
988,7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,6
1543,7.2,0.16,0.49,1.3,0.037,27,104,0.9924,3.23,0.57,10.6,6
5416,10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
5243,11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,6
2541,9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,5
3083,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6
5095,7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,5
1385,6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,6
3846,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5
774,6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,5
5052,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5
2197,7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7,6
2943,6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,5
6399,7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,5
5871,10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,7
6184,11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,5
5761,7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5
2592,6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7
1838,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7
3037,6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,5
2409,7.5,0.705,0.1,13,0.044,44,214,0.99741,3.1,0.5,9.1,5
5077,7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,5
4007,5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6
867,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7
4268,6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7
1890,7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,5
5450,9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6
4136,5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,5
796,7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9,5
1477,7.1,0.85,0.49,8.7,0.028,40,184,0.9962,3.22,0.36,10.7,5
2487,6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,5
1795,6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,5
6443,8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7
869,7.3,0.28,0.42,14.4,0.04,49,173,0.9994,3.28,0.82,9,7
3578,7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3,7
3789,6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5
4040,6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,4
4109,6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,6
6338,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.066667,6
2041,6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,6
101,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5
1566,8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,6
840,7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12,7
6205,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5
5729,7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4
5795,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7
5304,8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6
4242,6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,6
4951,6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,6
4831,5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,6
2038,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5
5557,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6
6463,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5
6366,6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,4
4635,5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,6
3206,6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,7
3693,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7
2785,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6
3021,8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6
384,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6
5482,12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7
3679,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5
3067,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,5
4667,6.4,0.31,0.53,8.8,0.057,36,221,0.99642,3.17,0.44,9.1,5
2624,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
6457,6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,5
1956,6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9,5
4431,8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,5
1985,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
4179,5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,7
1682,6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,6
2251,9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8,6
3464,6.2,0.3,0.31,1.6,0.035,40,106,0.98914,3.26,0.39,12.9,7
5143,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7
2130,6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,5
2419,6.3,0.41,0.16,0.9,0.032,25,98,0.99274,3.16,0.42,9.5,5
2727,5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,6
5663,9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6
2930,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6
5914,10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,6
756,7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2,7
1597,6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5
4939,7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,5
2269,6.3,0.2,0.3,5.9,0.034,35,152,0.99642,3.47,0.4,8.5,6
3619,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7
3016,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6
3190,6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,5
1402,6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,6
4465,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5
5065,6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,5
6041,6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6
2503,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,4
5331,11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,6
4018,5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6
3189,7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11,8
5614,7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6
1833,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
5849,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7
1987,7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6
3509,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5
4564,5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,7
1219,7.2,0.26,0.44,7.1,0.027,25,126,0.993,3.02,0.34,11.1,8
2877,6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,5
2703,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5
4882,5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6
4483,6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,6
5626,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5
5464,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5
38,7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,6
1002,6.4,0.28,0.41,6.8,0.045,61,216,0.9952,3.09,0.46,9.4,5
1164,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6
487,6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6
3632,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6
118,7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6
5422,9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5
5391,8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7
201,6.8,0.27,0.26,16.1,0.049,55,196,0.9984,3.15,0.5,9.3,5
878,6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,6
2635,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5
22,6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,7
5254,6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,6
4256,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5
3491,7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7
1042,7.7,0.275,0.3,1,0.039,19,75,0.992,3.01,0.56,10.7,5
2848,5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,5
1139,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,5
2794,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
324,6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,6
1677,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7
265,6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,6
2310,8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8,6
2423,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,5
6283,7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,5
5139,8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,5
1024,7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,6
850,6,0.2,0.24,1.8,0.03,30,105,0.9909,3.31,0.47,11.5,6
4425,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
2826,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6
3256,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
2119,6.4,0.2,0.32,3.1,0.041,18,126,0.9914,3.43,0.42,12,6
4866,6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,6
2484,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6
546,6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,6
4914,8.9,0.62,0.19,3.9,0.17,51,148,0.9986,3.17,0.93,9.2,5
3144,5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5
3631,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6
5830,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5
5797,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7
4223,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4
6061,8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7
1007,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6
6329,7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,5
6380,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5
5579,13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,5
491,7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6
60,7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6
2033,6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,6
5913,8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6
4758,6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7
1143,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,5
2481,6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,5
2954,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5
2941,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6
2513,5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,6
5212,8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5
506,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6
3841,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6
3035,6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,6
2158,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6
786,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6
2161,6,0.33,0.38,9.7,0.04,29,124,0.9954,3.47,0.48,11,6
2384,6.7,0.26,0.29,5.8,0.025,26,74,0.9929,3.28,0.53,11,6
23,6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,8
4170,6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,7
5491,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5
1336,5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6
4397,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
6476,6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,6
5500,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6
6060,8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,6
2074,6.6,0.27,0.29,5.3,0.045,57,189,0.9953,3.31,0.79,9.8,5
6218,9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,6
1577,6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,6
4022,7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5
3741,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
1072,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5
4034,7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6
2787,8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6
1651,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7
1888,7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,5
2872,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6
4776,5,0.27,0.4,1.2,0.076,42,124,0.99204,3.32,0.47,10.1,6
1199,7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6
6269,8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5
3589,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6
4388,7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6
2097,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5
6274,7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,5
4234,6.3,0.23,0.33,6.9,0.052,23,118,0.9938,3.23,0.46,10.4,6
4524,6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,5
1500,6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,6
4900,7.8,0.88,0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8,5
4279,5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,4
6335,10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,5
627,7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4
1735,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6
5833,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5
4293,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6
3387,6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8
2810,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7
5910,8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6
1915,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,6
5744,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5
2827,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6
654,5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,6
2828,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7
688,6.8,0.67,0.3,13,0.29,22,193,0.9984,3.08,0.67,9,4
2347,7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,4
3539,6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,7
1569,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6
2539,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6
4118,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6
394,7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6
5051,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5
5930,7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7
4390,6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,4
5219,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7
1946,8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,6
1034,7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6
4913,8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2,5
1374,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6
2024,6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6
6490,5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,6
1298,7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,7
370,7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5
6118,9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,6
6117,8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,6
1372,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7
4057,6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5
4377,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5
5350,8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6
1878,8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6
1436,6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,5
241,7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,5
1301,9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,6
5484,7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6
3174,6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,8
2641,7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,6
2071,7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1,6
2992,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7
5576,8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5
6423,6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6
4325,5.9,0.2,0.28,1,0.043,45,100,0.99033,3.4,0.41,11.4,6
2094,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5
1277,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
3180,8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5,4
129,6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9,7
1700,6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,6
1472,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
408,6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5
5188,11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5
3430,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5
842,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7
3715,8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,4
4720,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6
2678,6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,6
356,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6
3543,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
4398,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
248,5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,7
2373,6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,4
1965,6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9,5
3997,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7
3819,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
6417,7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,5
4612,5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9,5
3974,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4
916,5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5
2538,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6
1591,7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,6
5835,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6
2308,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,5
4301,6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,5
1557,7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6
2092,7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,5
1054,9.4,0.29,0.55,2.2,0.05,17,119,0.9962,3.12,0.69,10.3,4
131,5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,5
5516,11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6
105,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5
3397,7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,6
2459,7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6
765,6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6
2499,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5
4811,5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,5
4304,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6
2742,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5
5130,8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6
1439,6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,5
